rebalance_freq,window,step,capital
30,90,0,0.9717421656069274
30,90,1,1.0020060010569791
30,90,2,1.0310670606708103
30,90,3,0.9805006950878411
30,90,4,1.043278667790168
30,90,5,1.0131842052862183
30,90,6,0.9553584972675919
30,90,7,1.030970778784271
30,90,8,1.0045976328585442
30,90,9,0.9556531776724035
30,90,10,1.0168211497843598
30,90,11,1.045994906889907
30,90,12,0.9981189355752846
30,90,13,0.9866581650568033
30,90,14,0.9599583890687241
30,90,15,1.0069938954674211
30,90,16,1.0454970957599783
30,90,17,1.0063055892444066
30,90,18,1.0161219406454947
30,90,19,1.0484720068280446
30,90,20,0.9676562776604334
30,90,21,1.0476948203981622
30,90,22,1.0016640156044598
30,90,23,1.003549011120372
30,90,24,1.0361244435048325
30,90,25,0.9908931124889485
30,90,26,0.991145817564837
30,90,27,0.9940200689132609
30,90,28,0.9918103478886013
30,90,29,0.9969818030303803
30,90,30,0.9733946134540921
30,90,31,1.0341289114462695
30,90,32,1.042203351716294
30,90,33,0.9647633666459265
30,90,34,1.0238143256949792
30,90,35,0.9685616491814767
30,90,36,0.9855091746358865
30,90,37,1.0351717111664425
30,90,38,1.0304425614880153
30,90,39,1.0339055196660667
30,90,40,1.0435882858409997
30,90,41,1.039973292224127
30,90,42,0.9973739878576037
30,90,43,0.9628312454025244
30,90,44,0.9787469131286405
30,90,45,1.0032866253394779
30,90,46,0.9966522061092413
30,90,47,0.9619208612988274
30,90,48,0.958019267339828
30,90,49,1.040081012901573
30,90,50,1.0215506860698826
30,90,51,1.0287487264560449
30,90,52,1.0275373118803934
30,90,53,1.0362820342335897
30,90,54,0.9982932791659492
30,90,55,1.0350399526046716
30,90,56,0.9792908923277649
30,90,57,1.0230979006140863
30,90,58,1.0346234839430368
30,90,59,0.985398214676731
30,90,60,0.9766530632045338
30,90,61,1.0303230500759912
30,90,62,0.9507058321567162
30,90,63,0.9597040236443263
30,90,64,0.9522992545615501
30,90,65,1.000758337028169
30,90,66,1.0016510190059187
30,90,67,0.9597345213428465
30,90,68,1.0416189186112201
30,90,69,1.001321111427407
30,90,70,0.9776485469807806
30,90,71,1.0449888290912395
30,90,72,0.981007202667181
30,90,73,1.0226120261356055
30,90,74,0.9815577938494181
30,90,75,1.0074040851818307
30,90,76,0.9796069862155159
30,90,77,1.020067386467244
30,90,78,1.0169131718946496
30,90,79,1.0036381025047856
30,90,80,0.9859277047626073
30,90,81,0.950526024068188
30,90,82,1.026182578001336
30,90,83,0.9727751243614758
30,90,84,0.97188957646037
30,90,85,0.9811168993870285
30,90,86,1.0483084770032176
30,90,87,1.0414273133260412
30,90,88,0.9979948565617316
30,90,89,1.0388929897304289
30,90,90,1.0193055965256026
30,90,91,0.9736111957136084
30,90,92,1.0040119540738457
30,90,93,1.007558034882468
30,90,94,1.0209195168557952
30,90,95,0.9983704195978381
30,90,96,0.9621368868515151
30,90,97,1.0107787111312654
30,90,98,0.9631724332967028
30,90,99,1.0432974107922839
30,120,0,0.9603335567921626
30,120,1,1.0029262976767321
30,120,2,1.0009496261821085
30,120,3,1.0058510956265667
30,120,4,1.0371326737114388
30,120,5,0.9921588137993316
30,120,6,0.9824642529911523
30,120,7,0.9500996791176614
30,120,8,1.0421615018284682
30,120,9,1.0074489467214516
30,120,10,0.9651750776357012
30,120,11,0.9934457462615772
30,120,12,0.9991831472372943
30,120,13,1.0435151088137287
30,120,14,1.0297010585564839
30,120,15,1.0450543944233666
30,120,16,1.0289363266315625
30,120,17,1.0048713581691133
30,120,18,1.0262314949703775
30,120,19,0.9865647581894329
30,120,20,1.006179299227662
30,120,21,0.9593812972529792
30,120,22,1.0169677754929325
30,120,23,0.9988775310758801
30,120,24,0.9840156944201387
30,120,25,1.0187444793310665
30,120,26,1.0033650056768275
30,120,27,1.0297475870770874
30,120,28,0.9976805300246072
30,120,29,1.0159125410402554
30,120,30,0.9967446994369634
30,120,31,1.023497026007253
30,120,32,0.9940676869482039
30,120,33,1.0141945857667065
30,120,34,0.9829670871034744
30,120,35,1.0062548275713588
30,120,36,0.9988290795804663
30,120,37,0.9834516822724897
30,120,38,0.9695248442882829
30,120,39,0.9956928419228258
30,120,40,1.0203679720974987
30,120,41,1.0378931477332871
30,120,42,1.0466156886830533
30,120,43,0.9799499645267116
30,120,44,0.9765984393075817
30,120,45,0.9732727451001737
30,120,46,1.0376596407166747
30,120,47,1.00075691352754
30,120,48,0.9962310006197254
30,120,49,1.0189503624497573
30,120,50,1.0360213432929937
30,120,51,0.998784948766576
30,120,52,0.99252151791984
30,120,53,1.0255483656795419
30,120,54,1.0414826313771994
30,120,55,0.9832493188868867
30,120,56,0.9900795813416099
30,120,57,1.024579066052232
30,120,58,0.9517684996749789
30,120,59,0.9583175271709075
30,120,60,0.9564627551982561
30,120,61,1.0104164276663048
30,120,62,1.0245758841351917
30,120,63,1.00447806681743
30,120,64,0.9943289185044686
30,120,65,1.0190224510643446
30,120,66,1.0371830678181733
30,120,67,0.9827415765176463
30,120,68,0.9652566608035912
30,120,69,1.0016218533412284
30,120,70,0.9990132108937368
30,120,71,0.9582599966805073
30,120,72,0.9901381723875166
30,120,73,0.995397417600591
30,120,74,0.9833048165918503
30,120,75,0.9912260942739768
30,120,76,1.03345768289854
30,120,77,0.9544719514798251
30,120,78,0.9548211998726409
30,120,79,0.9965044056355806
30,120,80,0.9900365294145692
30,120,81,1.0160090637598196
30,120,82,0.9509217928601116
30,120,83,0.9807626274568167
30,120,84,1.0063259313352464
30,120,85,1.0054348187741122
30,120,86,1.0128787479590644
30,120,87,0.9539487582556122
30,120,88,1.0217446099651528
30,120,89,0.9541386410696905
30,120,90,0.9587358556467994
30,120,91,1.0243348293182002
30,120,92,1.035959938027564
30,120,93,0.9558431319477129
30,120,94,0.9521664174728998
30,120,95,0.993975617505695
30,120,96,0.9848009928200177
30,120,97,1.0233559208573433
30,120,98,0.9748793103581342
30,120,99,1.048197880425642
30,150,0,0.9800026660628803
30,150,1,1.0177514628603466
30,150,2,0.9808419044317221
30,150,3,1.0048807825950887
30,150,4,1.037541304975808
30,150,5,1.0416533410203859
30,150,6,1.0309070291068458
30,150,7,1.044280001720749
30,150,8,0.9506383332751811
30,150,9,0.99188738461442
30,150,10,1.0333959529951917
30,150,11,0.9778986607816953
30,150,12,0.9648130785523438
30,150,13,0.9921827515772383
30,150,14,0.97178193918585
30,150,15,1.013823677175653
30,150,16,1.0418579872911045
30,150,17,1.0171494514942585
30,150,18,1.028803059497393
30,150,19,1.0262623892460836
